image_url,review_count,rating_stars,url,postal_code,phone,address_locality,date_created,price_range,hours_range,street_address
"http://s3-media3.fl.yelpcdn.com/bphoto/_lsvrtO00RoVvCqN0FL40A/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/Ke0xR0FC63Qy-6aBAh6ULw/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/HctsqmwrellcWFVCF1uBng/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/qoCkr12m9hI4UP7UMi_vwA/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/S5fC0wR9QJ6fIy1iThK9CA/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/zIjp4nRNwHPwUrzEWhK1xA/180s.jpg",23,3.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-25?search_key=40871,14195,"
        030 8134035
    ",Berlin,2015-12-18 03:20:41.213287,11-20 €,"07:00, - ,03:00",Clayallee 121
,,,http://www.yelp.de/adredir?ad_business_id=DXVtKFvt-4UECrQ8WKlOSA&placement=above_search&redirect_url=http%3A%2F%2Fwww.yelp.de%2Fbiz%2Ffamiliencaf%25C3%25A9-kunterbunt-berlin&request_id=1dd0a9377a3ba3b3&signature=874cc7ae937a4e9c55ebeebd6935ee9e1bb31de63791039ffbea5017a9fc2ded&slot=0&click_origin=search_results,,,,2015-12-18 03:20:42.875475,,,
"http://s3-media2.fl.yelpcdn.com/bphoto/YHrWbu8K9_CjoiWi7WIShw/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/HhzKc91Wwp2IYwsI3fV4gg/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/ozhQs7n4XPcxf5eQbgfQiw/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/GaL3kmGfWt8vg3L258OLiA/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/jGpD7eXtk2EfMOm3QceaDg/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/T_OcQJtyXObufMNWih5kPw/180s.jpg",12,2.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-36,12163,"
        030 7912374
    ",Berlin,2015-12-18 03:20:50.757892,Unter 10 €,"08:00, - ,04:00",Schloßstr. 117
"http://s3-media3.fl.yelpcdn.com/bphoto/eN0FQp4mrM68cx9WqQHOdg/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/aBt7GJU7mge92XKNEC1Psw/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/5Np8XkclmR5L0jBv_KuN5w/ls.jpg",10,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-68,10405,"
        030 40043250
    ",Berlin,2015-12-18 03:20:56.604958,11-20 €,"08:00, - ,00:00",Greifswalder Str. 80
"http://s3-media3.fl.yelpcdn.com/bphoto/mfFEPK7E9SMpRUU196zTzA/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/DYWSqcA8mwnySJy630eTyw/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/lhZohCg3DpEtJ9QVHdbIDQ/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/Wtlrqewx_6j5zSgWx4D6Cg/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/DRO9zwko4G-om-BrL4Vfjg/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/hytq1AVhleezjnK9HrQlOw/180s.jpg",11,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-109,10967,"
        030 61309390
    ",Berlin,2015-12-18 03:20:58.252137,11-20 €,24 Stunden geöffnet,Hermannplatz 2
"http://s3-media4.fl.yelpcdn.com/bphoto/U7B4hDyBJ0zBN4E6onN8zw/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/H5_gNu8crG-dhVhSIyMjHQ/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/5hZQ2y3ITAAu7D-vN5iynw/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/jaWtaKydtb9A-obRVXyVhQ/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/vhkqgei6pzRWKFZynvy9YA/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/JZ89cgw4g-bYMYzXrOxF_w/180s.jpg",3,4.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-49,10629,"
        030 88917691
    ",Berlin,2015-12-18 03:21:02.122097,Unter 10 €,"10:00, - ,22:00",Adenauerplatz
"http://s3-media2.fl.yelpcdn.com/bphoto/4IlLUOOI1rkiQA9v9Pq0Lg/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/FAo1avR8ax0y3khRIrdgIQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/5rqqpCt5aOsO4bqMgTxkTw/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/9gaur_OEqrqaUz5R-wH4kw/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/jarALl8Zagng0uOEOYKFBQ/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/D55rDno3urSSkWuPWLXeIg/180s.jpg",3,3.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-86,12679,"
        030 93023719
    ",Berlin,2015-12-18 03:21:07.981036,,,Marzahner Promenade 1a
"http://s3-media2.fl.yelpcdn.com/bphoto/9g7NeTE6IkyZ7rTXeF2JSg/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/gW2BjUS4tgEzAE1dPnM3hA/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/0vrL9aJ71fe4bSJf5fjp7A/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/E0t1o1hu03eGKowmHcMiSg/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/0OSPVqeQcXk3msGgha5hbA/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/Iq0-TIbAPuhzThJ6uSg1yg/180s.jpg",14,3.5 Sterne,http://www.yelp.de/biz/mcdonalds-glienicke-nordbahn-2,16548,"
        033056 24629
    ",Glienicke/Nordbahn,2015-12-18 03:21:10.243927,11-20 €,"08:00, - ,01:00",Nohlstr. 31-32
"http://s3-media1.fl.yelpcdn.com/bphoto/9B7-NkhRmsSBDE6zJdDG3A/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/rlcgDF_rl8a0kjTtVFx81g/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/NrcEdt4FCK_eg0CRiYZImg/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/2b5YZdFkBbhr3tTOyReV6g/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/gwRdtKNTbMPJKUBEg8P46Q/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/T0wTjdzPzdGtMaQKmtnRNw/180s.jpg",7,2.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-63,13053,"
        030 96204160
    ",Berlin,2015-12-18 03:21:15.311507,11-20 €,"07:00, - ,01:00",Hansastr. 1
http://s3-media3.fl.yelpcdn.com/bphoto/39hSgKYBM7fbYU8f6vmZ9w/ls.jpg,2,4.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-81,10117,"
        030 20074934
    ",Berlin,2015-12-18 03:21:19.306456,,"03:30, - ,02:30","S-Bahnhof Friedrichstraße,Friedrichstr. 141-142"
"http://s3-media4.fl.yelpcdn.com/bphoto/50hWyOIy6CJGvXa2od_E1w/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/bGbipUv8Scb7YGB2Tgfveg/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/XbL2TJQvr86Sf1PoGr6PKA/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/qRDfQZF9mrFgqNJ71vHylw/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/lHgvc415JHK-blnNNBD2Dw/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/m4qTmENIS1_3hFzzFc7dMw/180s.jpg",7,2.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-16,12435,"
        030 53695500
    ",Berlin,2015-12-18 03:21:22.671690,11-20 €,"08:00, - ,00:00",Am Treptower Park 14
"http://s3-media2.fl.yelpcdn.com/bphoto/Ug6un1r00rjQyfz09CQsQg/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/_3NtMmu0StsOKyD-TOAZDg/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/7jpLRW3McWOewLH0Ml1GLQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/ceweuSfSacukZjU2at64mw/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/XhMIaABl5ROnK5EkZ4i4hw/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/Z8b3CKTYRF59wFElkCISog/180s.jpg",12,2.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-106,10117,,Berlin,2015-12-18 03:21:25.375255,21-40 €,,"S-Bahnhof Friedrichstraße,Friedrichstr. 141-142"
,,,http://www.yelp.de/adredir?ad_business_id=DXVtKFvt-4UECrQ8WKlOSA&placement=above_search&redirect_url=http%3A%2F%2Fwww.yelp.de%2Fbiz%2Ffamiliencaf%25C3%25A9-kunterbunt-berlin&request_id=6e66004185623b42&signature=eac04ca62912272dac71a2cab6ae5be5396a921d867311e2747dd3e1bc1e6614&slot=0&click_origin=search_results,,,,2015-12-18 03:21:26.318850,,,
"http://s3-media3.fl.yelpcdn.com/bphoto/F2PAyxcG6p2kJZXczhyqxQ/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/WAPIVPQAOAyUY62zpkNZ9w/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/PW512lLdL3O3rjPCSCsCZA/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/PWbz7hIrFqKbWwj5EeNhNQ/180s.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/O7dNBOswY2Y2aqoxCCjW1w/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/HuHhe1S6s7zAeV3TyWqeRw/180s.jpg",15,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-92,12057,"
        030 56823887
    ",Berlin,2015-12-18 03:21:33.928226,Unter 10 €,"07:00, - ,03:00",Sonnenallee 254
"http://s3-media4.fl.yelpcdn.com/bphoto/y1JKyYXDRm1ppJex4lqTjQ/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/ZDHl3oPJdmvpI8_ny8tJFQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/oYQj2GX5bRhPuIA8jTsVbw/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/5f2nDRmhqj62s6XKv4Tflw/180s.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/E3xwTs_kP38Wep_YKHEheA/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/wrgLHskI0VC28eb64-LFew/180s.jpg",10,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-34,10785,"
        030 25296444
    ",Berlin,2015-12-18 03:21:38.566487,Unter 10 €,,Alte Potsdamer Str. 7
"http://s3-media2.fl.yelpcdn.com/bphoto/_qzaLnhi5-cU4W3xbWumFg/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/usPG07DUPpzPfiEmMORF2A/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/Psvn1gMBJsaECwzF2ECQYg/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/D2GzsuozOnumSvgkXNh_FQ/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/QdGLsSs-jxTxXHtj7Oq_OQ/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/an0lMJr7mMBw18qT00Oq0w/180s.jpg",5,4.0 Sterne,http://www.yelp.de/biz/mcdonalds-mahlow,15831,"
        03379 371999
    ",Mahlow,2015-12-18 03:21:40.493438,11-20 €,,Am Lückefeld 6
"http://s3-media3.fl.yelpcdn.com/bphoto/vfSrdUt7GVdyABdKy8DOwg/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/YE0hK9ri7e-2iVMfilNfPQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/pPzf6BCcxwL4pXj3BoI_PA/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/XsulO1nZfPJyrUAS7-xFQQ/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/ZMJWEruRe1XuOTj19TL6Fg/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/TAloYMZHD_uJYLy3GCasTw/180s.jpg",10,2.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-71,13599,"
        030 35402920
    ",Berlin,2015-12-18 03:21:45.473490,11-20 €,"08:00, - ,02:00",Am Juliusturm 40
"http://s3-media3.fl.yelpcdn.com/bphoto/cdiaipagFMh4jgDPa3fJDA/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/VWovxWFrSVMjEtALhtrDwg/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/YEqASB1xDwV6-h5AqTuMVg/ls.jpg",1,3.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-80,10117,"
        030 20058601
    ",Berlin,2015-12-18 03:21:48.294109,Unter 10 €,"09:00, - ,21:00",Leipziger Platz 12-13
"http://s3-media1.fl.yelpcdn.com/bphoto/cjmHDx9vqLzZ9sdOvYGL7g/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/QPMTIKksaqrWusgT2XYUsQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/cfSlxDsyFftB32n3EQOhvQ/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/APEH-k7AH3a5Vi3p7Vw6RA/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/-j3NVK20BOsoyMmeVtFYZQ/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/7MesIapALZxCD0_IQfz_Gw/180s.jpg",10,3.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-29,14109,"
        030 80484787
    ",Berlin,2015-12-18 03:21:51.629312,11-20 €,"09:00, - ,23:00",Königstr. 12
"http://s3-media1.fl.yelpcdn.com/bphoto/eNSamBvAPmqb_DODm_1A5g/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/AMc5DGXYc44WfNAfc3l0yQ/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/p5CFUIF_vhihwXKZm2O6Nw/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/dnslKKibt1n2AguwWbqhdg/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/btHNMqgEnJqQShJyl6c3Cg/180s.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/RnejXdjJLMSeuzl-l9zW7w/180s.jpg",8,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-95,13089,"
        030 20058601
    ",Berlin,2015-12-18 03:21:56.186574,Unter 10 €,"12:00, - ,00:00",Prenzlauer Promenade 44
"http://s3-media4.fl.yelpcdn.com/bphoto/84DTR01st34LyBZhzGmDyg/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/1q7BI9HIavRQRbtzyMJSDA/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/xxvuschbmGAAdE1_4MVv-A/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/rxtqPkXNORGl3EhJH-NeWg/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/if-GMHm98v2zMw5RDA6QQw/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/0EmmX_HogCTk4kqakjPd5A/180s.jpg",12,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-77,13405,"
        030 41202304
    ",Berlin,2015-12-18 03:21:59.136907,11-20 €,"07:00, - ,02:00",Kurt-Schumacher-Damm 36
"http://s3-media2.fl.yelpcdn.com/bphoto/gEOTjhR0Yz91NF9ZDYyrbQ/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/hxr_VpJRkROju5iDNArYHA/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/mQezvuuSNRWiohvo6uomGQ/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/1l3VGKaMtK_xq7FpNbX1LQ/180s.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/163w-2i4pTm1ZNoTNt-hig/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/jqom_YcHJrQfg7cnn_EcVg/180s.jpg",16,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-28,13409,"
        030 4558096
    ",Berlin,2015-12-18 03:22:03.852728,11-20 €,,Markstr. 16
"http://s3-media1.fl.yelpcdn.com/bphoto/bGaLRyEBv671uOy6GCy3SQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/S-FhRgNCV-gr-eOR81tFIA/ls.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/q3JHhSsihoNjM1Rgi6LDKQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/Cswbiq4ATuGc64_1WRfjnQ/180s.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/DM0QwraSJc2zyKqb5cyMcQ/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/EA-bAoBbbddxpzEbKPzOKg/180s.jpg",4,3.5 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-14,10247,"
        030 57796347
    ",Berlin,2015-12-18 03:22:08.153748,Über 41 €,,Frankfurter Allee 117
,,,http://www.yelp.de/adredir?ad_business_id=DXVtKFvt-4UECrQ8WKlOSA&placement=above_search&redirect_url=http%3A%2F%2Fwww.yelp.de%2Fbiz%2Ffamiliencaf%25C3%25A9-kunterbunt-berlin&request_id=1c4050d474829241&signature=abb71d3b9c5fae6f85cd3de079fd43461b0572ceb8d35f84b206d2b91ba6aa62&slot=0&click_origin=search_results,,,,2015-12-18 03:22:09.953179,,,
"http://s3-media1.fl.yelpcdn.com/bphoto/ACMShZoUMvsYqdsreGSUqA/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/MlVPuAuf-ym9ay2KtgJ46Q/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/tG_yBAUDmD9t5dyk3FcvgA/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/nYw3c4u5eNOyCRJPu9gMkg/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/Z-9Ns2acIePtFGRhAmksUQ/180s.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/rmi3MVz4gkkmufZyOHnn-w/180s.jpg",3,2.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-19,12043,"
        030 62734138
    ",Berlin,2015-12-18 03:22:18.971206,11-20 €,"09:00, - ,21:00",Karl-Marx-Str. 66
"http://s3-media1.fl.yelpcdn.com/bphoto/g-PlQVabNKw67dGJA_fukw/ls.jpg,http://s3-media1.fl.yelpcdn.com/bphoto/yrKtXEHZuK9qbJgQfcF8fA/ls.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/a5o1ZCL2H-d0trtkuBrBTQ/ls.jpg,http://s3-media4.fl.yelpcdn.com/bphoto/1qSSA4nGfkqgu1FI93GinA/180s.jpg,http://s3-media3.fl.yelpcdn.com/bphoto/4f7Iw7iYz3RRGs0kePY7LQ/180s.jpg,http://s3-media2.fl.yelpcdn.com/bphoto/ozTChMYJKCsN_BJv7hKwgQ/180s.jpg",7,3.0 Sterne,http://www.yelp.de/biz/mcdonalds-berlin-76,12681,"
        030 9339321
    ",Berlin,2015-12-18 03:22:22.780868,Über 41 €,"07:00, - ,01:00",Bitterfelder Str. 9
